# _tick,_time,frames,total_episodes,episode_wins,interactions,visited_states,mean_episode_length,mean_episode_return,episode_return_std,total_loss,pg_loss,baseline_loss,entropy_loss,state_counts,change_counts,state_counts_std,change_counts_std
133,1715468522.2047234,425600,11.0,0.0625,1.4375,0,266.9090881347656,0.08409091085195541,0.18709567189216614,0.7396250367164612,0.7616551518440247,0.07513803988695145,-0.09716812521219254,1.0,1.0,0.0,0.0
134,1715468546.1388745,428800,12.0,0.03125,1.25,0,268.5833435058594,0.0690104216337204,0.23905910551548004,0.6777867078781128,0.5996107459068298,0.17532701790332794,-0.097151018679142,1.0,1.0,0.0,0.0
135,1715468569.7376232,432000,11.0,0.03125,0.9375,0,272.3636474609375,0.05795454606413841,0.19221347570419312,0.30322256684303284,0.2783866226673126,0.12197498977184296,-0.09713903069496155,1.0,1.0,0.0,0.0
136,1715468598.0042524,435200,11.0,0.0,1.34375,0,288.0,0.0,0.0,-2.4908761978149414,-2.398834705352783,0.005090550519526005,-0.09713207185268402,1.0,1.0,0.0,0.0
137,1715468626.1214914,438400,11.0,0.0,0.46875,0,288.0,0.0,0.0,-0.3740091621875763,-0.2772088944911957,0.0003418826963752508,-0.09714216738939285,1.0,1.0,0.0,0.0
138,1715468652.7660146,441600,13.0,0.03125,1.28125,0,276.5384826660156,0.04350961744785309,0.15687616169452667,0.9284006357192993,0.9603779315948486,0.06516814231872559,-0.09714541584253311,1.0,1.0,0.0,0.0
139,1715468677.6995518,444800,10.0,0.0,0.8125,0,288.0,0.0,0.0,-0.8919570446014404,-0.7956164479255676,0.0008064626017585397,-0.09714705497026443,1.0,1.0,0.0,0.0
140,1715468704.7052934,448000,12.0,0.09375,1.4375,0,240.83334350585938,0.17239582538604736,0.33489587903022766,2.3050153255462646,2.2043349742889404,0.19782859086990356,-0.09714825451374054,1.0,1.0,0.0,0.0
141,1715468732.0976903,451200,12.0,0.0,0.84375,0,288.0,0.0,0.0,-2.002943992614746,-1.9092521667480469,0.003459732513874769,-0.0971515029668808,1.0,1.0,0.0,0.0
142,1715468757.6537662,454400,11.0,0.03125,0.96875,0,286.3636474609375,0.014204545877873898,0.0471111461520195,-0.004813440144062042,0.08518993854522705,0.007150131277740002,-0.09715350717306137,1.0,1.0,0.0,0.0
143,1715468781.8985507,457600,12.0,0.0,1.0625,0,288.0,0.0,0.0,-0.5171459317207336,-0.4204248785972595,0.0004313716199249029,-0.09715241193771362,1.0,1.0,0.0,0.0
144,1715468809.5099218,460800,11.0,0.0,1.59375,0,288.0,0.0,0.0,-0.2657966613769531,-0.1692238748073578,0.0005789258284494281,-0.09715170413255692,1.0,1.0,0.0,0.0
145,1715468836.6451032,464000,10.0,0.0,1.28125,0,288.0,0.0,0.0,-0.1161937564611435,-0.019418716430664062,0.0003801099956035614,-0.0971551463007927,1.0,1.0,0.0,0.0
146,1715468863.1074798,467200,13.0,0.0,1.15625,0,288.0,0.0,0.0,-0.12693774700164795,-0.030162014067173004,0.00038184598088264465,-0.09715757519006729,1.0,1.0,0.0,0.0
147,1715468887.448491,470400,9.0,0.03125,1.03125,0,286.0,0.0173611119389534,0.0520833320915699,0.3086920380592346,0.39836183190345764,0.0074823349714279175,-0.09715212881565094,1.0,1.0,0.0,0.0
148,1715468914.8901823,473600,13.0,0.0,1.0,0,288.0,0.0,0.0,-0.5068753361701965,-0.41015109419822693,0.0004253968654666096,-0.09714962542057037,1.0,1.0,0.0,0.0
149,1715468941.7135925,476800,10.0,0.03125,1.78125,0,284.6000061035156,0.020625000819563866,0.06522197276353836,-0.008748456835746765,0.08130991458892822,0.007085000164806843,-0.09714337438344955,1.0,1.0,0.0,0.0
150,1715468966.4548512,480000,12.0,0.0,0.84375,0,288.0,0.0,0.0,-0.2948566973209381,-0.19797483086585999,0.0002681144105736166,-0.09714999049901962,1.0,1.0,0.0,0.0
151,1715468990.862244,483200,12.0,0.03125,1.28125,0,273.0,0.05520833656191826,0.19124728441238403,2.3246188163757324,2.280958652496338,0.14080896973609924,-0.09714899212121964,1.0,1.0,0.0,0.0
152,1715469017.835344,486400,11.0,0.03125,1.21875,0,280.2727355957031,0.03323863819241524,0.11024007946252823,-0.8695075511932373,-0.8077071905136108,0.0353308729827404,-0.09713125228881836,1.0,1.0,0.0,0.0
153,1715469044.244452,489600,13.0,0.03125,1.03125,0,271.69232177734375,0.05865384638309479,0.21147944033145905,-0.44398993253707886,-0.4111526608467102,0.06428849697113037,-0.09712575376033783,1.0,1.0,0.0,0.0
154,1715469071.8558195,492800,9.0,0.0,1.09375,0,288.0,0.0,0.0,-0.8722711205482483,-0.7759587168693542,0.0007987915305420756,-0.09711117297410965,1.0,1.0,0.0,0.0
155,1715469095.813835,496000,13.0,0.0625,1.3125,0,261.0769348144531,0.09951923787593842,0.2535742223262787,3.3788976669311523,3.2293930053710938,0.24661338329315186,-0.09710873663425446,1.0,1.0,0.0,0.0
156,1715469123.3758993,499200,13.0,0.03125,1.25,0,268.6153869628906,0.06826923042535782,0.2461482137441635,0.31436002254486084,0.18200504779815674,0.22945871949195862,-0.09710372984409332,1.0,1.0,0.0,0.0
157,1715469151.1834333,502400,10.0,0.0625,1.59375,0,262.3000183105469,0.1003124937415123,0.23065072298049927,0.08020082861185074,0.029080554842948914,0.14820009469985962,-0.0970798209309578,1.0,1.0,0.0,0.0
158,1715469176.7850912,505600,16.0,0.125,1.15625,0,255.0625,0.1279296875,0.25767505168914795,-0.042218610644340515,-0.09897681325674057,0.15384870767593384,-0.09709050506353378,1.0,1.0,0.0,0.0
159,1715469200.7721202,508800,9.0,0.0,1.4375,0,288.0,0.0,0.0,-2.840395927429199,-2.7502098083496094,0.006877034902572632,-0.09706299751996994,1.0,1.0,0.0,0.0
160,1715469227.9991915,512000,11.0,0.0,1.40625,0,288.0,0.0,0.0,-0.43962571024894714,-0.3435220420360565,0.0009724066476337612,-0.09707608819007874,1.0,1.0,0.0,0.0
161,1715469255.6168067,515200,12.0,0.03125,1.03125,0,269.91668701171875,0.06484375149011612,0.2246253490447998,2.7681567668914795,2.6714446544647217,0.19379368424415588,-0.09708171337842941,1.0,1.0,0.0,0.0
162,1715469282.778229,518400,11.0,0.0,0.875,0,288.0,0.0,0.0,-2.214022636413574,-2.121047019958496,0.0041012573055922985,-0.097076915204525,1.0,1.0,0.0,0.0
163,1715469307.199997,521600,11.0,0.0,0.59375,0,288.0,0.0,0.0,-0.5581958293914795,-0.46174412965774536,0.0006316728540696204,-0.09708338230848312,1.0,1.0,0.0,0.0
164,1715469334.572927,524800,13.0,0.03125,1.3125,0,281.0,0.029567308723926544,0.10660645365715027,0.5047630667686462,0.5664162039756775,0.03543493151664734,-0.0970880314707756,1.0,1.0,0.0,0.0
165,1715469361.9562693,528000,10.0,0.03125,1.25,0,283.20001220703125,0.02500000037252903,0.07905694097280502,-0.21657347679138184,-0.13145728409290314,0.011962249875068665,-0.09707845002412796,1.0,1.0,0.0,0.0
166,1715469387.7115407,531200,10.0,0.03125,0.59375,0,287.0,0.013124999590218067,0.041504889726638794,-0.37495750188827515,-0.2823120057582855,0.004424499347805977,-0.09706999361515045,1.0,1.0,0.0,0.0
167,1715469410.2962706,534400,14.0,0.0,1.71875,0,288.0,0.0,0.0,-0.40595176815986633,-0.3094405233860016,0.0005642505129799247,-0.09707549214363098,1.0,1.0,0.0,0.0
168,1715469437.1185076,537600,10.0,0.03125,0.96875,0,269.6000061035156,0.06750000268220901,0.2134537398815155,0.8352557420730591,0.8519943356513977,0.08033974468708038,-0.09707830846309662,1.0,1.0,0.0,0.0
169,1715469465.3536956,540800,12.0,0.03125,0.96875,0,276.16668701171875,0.04531250149011612,0.15696710348129272,-0.24196988344192505,-0.18109557032585144,0.0361776165664196,-0.09705193340778351,1.0,1.0,0.0,0.0
170,1715469493.089711,544000,11.0,0.03125,1.46875,0,285.0909118652344,0.01818181946873665,0.06030227243900299,-0.5565940737724304,-0.4667280614376068,0.0071747200563549995,-0.09704075753688812,1.0,1.0,0.0,0.0
171,1715469516.8633926,547200,11.0,0.0625,1.46875,0,273.727294921875,0.0627840906381607,0.15587739646434784,0.062135569751262665,0.14806389808654785,0.011107658967375755,-0.0970359817147255,1.0,1.0,0.0,0.0
172,1715469544.3821025,550400,12.0,0.03125,1.5,0,269.3333435058594,0.06666667014360428,0.23094011843204498,0.5575991868972778,0.5557050704956055,0.09892968833446503,-0.09703555703163147,1.0,1.0,0.0,0.0
173,1715469571.887921,553600,12.0,0.0,1.25,0,288.0,0.0,0.0,-1.015977382659912,-0.920059859752655,0.001087697921320796,-0.0970052182674408,1.0,1.0,0.0,0.0
174,1715469597.0779307,556800,12.0,0.03125,1.34375,0,280.91668701171875,0.03046875074505806,0.10554684698581696,1.008494257926941,1.0636112689971924,0.04189206287264824,-0.09700902551412582,1.0,1.0,0.0,0.0
175,1715469620.7343798,560000,10.0,0.0,1.1875,0,288.0,0.0,0.0,-1.158651351928711,-1.0631638765335083,0.0015218817861750722,-0.09700927883386612,1.0,1.0,0.0,0.0
176,1715469647.5160863,563200,10.0,0.0,1.6875,0,288.0,0.0,0.0,-0.3196984827518463,-0.22317394614219666,0.0004994975170120597,-0.09702403098344803,1.0,1.0,0.0,0.0
177,1715469676.0801055,566400,13.0,0.0,1.28125,0,288.0,0.0,0.0,0.08366278558969498,0.18026277422904968,0.00042503050644882023,-0.09702501446008682,1.0,1.0,0.0,0.0
178,1715469704.1972437,569600,10.0,0.0,1.28125,0,288.0,0.0,0.0,-0.143480122089386,-0.04681769758462906,0.00036321685183793306,-0.09702564030885696,1.0,1.0,0.0,0.0
179,1715469728.2326653,572800,12.0,0.0,1.25,0,288.0,0.0,0.0,-0.13847626745700836,-0.04174721986055374,0.00029605175950564444,-0.09702510386705399,1.0,1.0,0.0,0.0
180,1715469755.0737736,576000,12.0,0.03125,1.46875,0,278.91668701171875,0.03671875223517418,0.1271974891424179,1.0020549297332764,1.0448843240737915,0.05419737845659256,-0.0970267653465271,1.0,1.0,0.0,0.0
181,1715469782.3904936,579200,9.0,0.0,1.4375,0,288.0,0.0,0.0,-1.1970388889312744,-1.1012799739837646,0.001265157712623477,-0.09702402353286743,1.0,1.0,0.0,0.0
182,1715469808.4776027,582400,13.0,0.03125,0.875,0,266.6153869628906,0.07451923191547394,0.26868289709091187,1.7194626331329346,1.6271319389343262,0.18936356902122498,-0.09703293442726135,1.0,1.0,0.0,0.0
183,1715469832.0446475,585600,13.0,0.0625,1.5625,0,263.69232177734375,0.09134615957736969,0.22442835569381714,2.2598602771759033,2.1700644493103027,0.18684077262878418,-0.09704484790563583,1.0,1.0,0.0,0.0
184,1715469859.5612223,588800,11.0,0.03125,0.875,0,271.3636474609375,0.06107954680919647,0.20257793366909027,-1.1421502828598022,-1.170566201210022,0.1254758983850479,-0.09705998003482819,1.0,1.0,0.0,0.0
185,1715469887.033651,592000,14.0,0.125,1.875,0,235.57144165039062,0.19241072237491608,0.3172374367713928,3.387176990509033,3.140286922454834,0.3439176678657532,-0.09702763706445694,1.0,1.0,0.0,0.0
186,1715469914.9554498,595200,11.0,0.03125,0.875,0,278.81817626953125,0.037784092128276825,0.12531565129756927,-3.9864323139190674,-3.9375216960906982,0.04812406376004219,-0.09703458100557327,1.0,1.0,0.0,0.0
187,1715469938.9878979,598400,12.0,0.0,1.0,0,288.0,0.0,0.0,-1.4101545810699463,-1.315118432044983,0.0020456225611269474,-0.09708179533481598,1.0,1.0,0.0,0.0
188,1715469966.3932643,601600,12.0,0.03125,0.875,0,269.66668701171875,0.06562500447034836,0.22733168303966522,2.619246482849121,2.5168991088867188,0.19943371415138245,-0.09708645939826965,1.0,1.0,0.0,0.0
189,1715469993.9304712,604800,11.0,0.0,1.21875,0,288.0,0.0,0.0,-2.445636510848999,-2.3541793823242188,0.005591829307377338,-0.09704891592264175,1.0,1.0,0.0,0.0
190,1715470020.178089,608000,13.0,0.0625,1.65625,0,268.6153869628906,0.07596154510974884,0.21675948798656464,1.5907299518585205,1.581895351409912,0.10589941591024399,-0.09706480801105499,1.0,1.0,0.0,0.0
191,1715470044.5427287,611200,10.0,0.03125,1.8125,0,284.1000061035156,0.022187499329447746,0.07016303390264511,-1.1674710512161255,-1.0832339525222778,0.012811319902539253,-0.09704837203025818,1.0,1.0,0.0,0.0
192,1715470071.342446,614400,11.0,0.0,1.625,0,288.0,0.0,0.0,-0.7534381151199341,-0.6574060916900635,0.001011357526294887,-0.09704337269067764,1.0,1.0,0.0,0.0
193,1715470098.7371502,617600,10.0,0.0,0.9375,0,288.0,0.0,0.0,-0.5049468278884888,-0.40844202041625977,0.0005416434723883867,-0.09704643487930298,1.0,1.0,0.0,0.0
194,1715470125.7100763,620800,13.0,0.09375,1.59375,0,253.53846740722656,0.13076923787593842,0.27180570363998413,2.068369150161743,2.012871265411377,0.1525469869375229,-0.09704910963773727,1.0,1.0,0.0,0.0
195,1715470149.3483353,624000,13.0,0.0625,1.5625,0,266.15386962890625,0.08365384489297867,0.20420049130916595,0.04762929677963257,0.05527797341346741,0.08937139809131622,-0.09702007472515106,1.0,1.0,0.0,0.0
196,1715470175.778082,627200,11.0,0.03125,1.34375,0,282.18182373046875,0.027272729203104973,0.09045340865850449,-1.020100712776184,-0.9409378170967102,0.017817620187997818,-0.09698045998811722,1.0,1.0,0.0,0.0
197,1715470203.366129,630400,12.0,0.0,1.46875,0,288.0,0.0,0.0,-0.8404436111450195,-0.7443124055862427,0.0008632120443508029,-0.09699441492557526,1.0,1.0,0.0,0.0
198,1715470228.3177917,633600,11.0,0.03125,0.96875,0,277.3636474609375,0.04232954606413841,0.14039121568202972,0.9723103642463684,1.0207810401916504,0.0485270693898201,-0.09699779003858566,1.0,1.0,0.0,0.0
199,1715470253.1239526,636800,9.0,0.0,0.875,0,288.0,0.0,0.0,-1.0023003816604614,-0.9063389301300049,0.0010531027801334858,-0.09701454639434814,1.0,1.0,0.0,0.0
200,1715470278.8688977,640000,14.0,0.03125,1.09375,0,279.4285888671875,0.03392857313156128,0.12694908678531647,1.5499597787857056,1.5737603902816772,0.07322575151920319,-0.09702633321285248,1.0,1.0,0.0,0.0
201,1715470307.3319833,643200,10.0,0.0,1.53125,0,288.0,0.0,0.0,-1.637260913848877,-1.5427117347717285,0.0024419608525931835,-0.09699118137359619,1.0,1.0,0.0,0.0
202,1715470334.4424925,646400,11.0,0.0,1.6875,0,288.0,0.0,0.0,-0.2666671872138977,-0.17015887796878815,0.0004897620528936386,-0.09699808061122894,1.0,1.0,0.0,0.0
203,1715470358.261608,649600,12.0,0.0625,1.75,0,269.5,0.07447917014360428,0.22661131620407104,1.2911112308502197,1.2843220233917236,0.10378590226173401,-0.09699663519859314,1.0,1.0,0.0,0.0
204,1715470385.2459006,652800,11.0,0.0,1.5625,0,288.0,0.0,0.0,-1.4195712804794312,-1.3242872953414917,0.0016837756847962737,-0.09696784615516663,1.0,1.0,0.0,0.0
205,1715470412.8467345,656000,12.0,0.0,1.4375,0,288.0,0.0,0.0,-0.09436888247728348,0.0022370032966136932,0.0003675904299598187,-0.0969734787940979,1.0,1.0,0.0,0.0
206,1715470438.8650587,659200,11.0,0.0,1.125,0,288.0,0.0,0.0,-0.18166518211364746,-0.0849323719739914,0.0002492983767297119,-0.09698210656642914,1.0,1.0,0.0,0.0
207,1715470463.0983927,662400,10.0,0.03125,0.6875,0,283.3999938964844,0.024375000968575478,0.07708051800727844,0.20439521968364716,0.29457956552505493,0.006795231252908707,-0.09697957336902618,1.0,1.0,0.0,0.0
208,1715470489.8651946,665600,12.0,0.03125,0.96875,0,287.16668701171875,0.010937499813735485,0.03788860887289047,0.035753533244132996,0.12812146544456482,0.004611142911016941,-0.09697908163070679,1.0,1.0,0.0,0.0
209,1715470517.417055,668800,10.0,0.0,1.375,0,288.0,0.0,0.0,-0.7091423273086548,-0.6128325462341309,0.0006516658468171954,-0.09696143120527267,1.0,1.0,0.0,0.0
210,1715470544.0258718,672000,14.0,0.0625,1.78125,0,269.2857360839844,0.07276785373687744,0.22395063936710358,3.9322609901428223,3.7883009910583496,0.24093131721019745,-0.09697140008211136,1.0,1.0,0.0,0.0
211,1715470568.8292658,675200,10.0,0.03125,1.78125,0,275.70001220703125,0.04843750223517418,0.1531728208065033,-2.2207746505737305,-2.162968158721924,0.03917768597602844,-0.09698420017957687,1.0,1.0,0.0,0.0
212,1715470594.824075,678400,11.0,0.03125,1.53125,0,281.4545593261719,0.029545454308390617,0.09799118340015411,-0.09630852192640305,-0.030862420797348022,0.031560830771923065,-0.09700693190097809,1.0,1.0,0.0,0.0
213,1715470620.5771093,681600,12.0,0.0,1.71875,0,288.0,0.0,0.0,-1.2199711799621582,-1.1243994235992432,0.0014429385773837566,-0.09701471775770187,1.0,1.0,0.0,0.0
214,1715470644.1939323,684800,12.0,0.0,1.15625,0,288.0,0.0,0.0,-0.23192179203033447,-0.1352633833885193,0.00036048644687980413,-0.09701889753341675,1.0,1.0,0.0,0.0
215,1715470668.8115194,688000,10.0,0.0,1.4375,0,288.0,0.0,0.0,-0.37985560297966003,-0.2832857668399811,0.00044615124352276325,-0.09701597690582275,1.0,1.0,0.0,0.0
216,1715470694.7894678,691200,11.0,0.03125,1.75,0,283.4545593261719,0.023295454680919647,0.077262282371521,0.7074739336967468,0.7855466604232788,0.018939081579446793,-0.09701178967952728,1.0,1.0,0.0,0.0
217,1715470722.1816301,694400,13.0,0.03125,1.4375,0,280.0769348144531,0.032451923936605453,0.1170070692896843,0.6758941411972046,0.7246696949005127,0.048224881291389465,-0.09700039029121399,1.0,1.0,0.0,0.0
218,1715470749.3449094,697600,11.0,0.03125,1.09375,0,277.9090881347656,0.04062500223517418,0.13473787903785706,0.3542298376560211,0.3948199152946472,0.056376755237579346,-0.09696684032678604,1.0,1.0,0.0,0.0
219,1715470774.174525,700800,10.0,0.0,1.5,0,288.0,0.0,0.0,-1.7211023569107056,-1.626787543296814,0.0026224066969007254,-0.09693720191717148,1.0,1.0,0.0,0.0
220,1715470800.5613813,704000,13.0,0.03125,0.9375,0,279.76922607421875,0.03341346234083176,0.1204739511013031,0.7076473236083984,0.7608141899108887,0.04378848895430565,-0.09695537388324738,1.0,1.0,0.0,0.0
221,1715470828.528943,707200,10.0,0.0,0.9375,0,288.0,0.0,0.0,-0.9929942488670349,-0.8972846269607544,0.0012441633734852076,-0.09695378690958023,1.0,1.0,0.0,0.0
222,1715470854.0859025,710400,13.0,0.0625,1.03125,0,272.6153869628906,0.0634615421295166,0.19512443244457245,1.5093612670898438,1.508782982826233,0.09753750264644623,-0.09695921093225479,1.0,1.0,0.0,0.0
223,1715470878.0863237,713600,11.0,0.03125,0.9375,0,270.9090881347656,0.0625,0.20728905498981476,-0.5515797138214111,-0.5254904627799988,0.07080600410699844,-0.0968952551484108,1.0,1.0,0.0,0.0
224,1715470905.972031,716800,10.0,0.0625,1.75,0,277.3999938964844,0.05312500149011612,0.11277936398983002,-0.12953487038612366,-0.05843208357691765,0.025763047859072685,-0.09686583280563354,1.0,1.0,0.0,0.0
225,1715470933.1221447,720000,13.0,0.0,1.625,0,288.0,0.0,0.0,-1.1099196672439575,-1.0146360397338867,0.001569460378959775,-0.09685318171977997,1.0,1.0,0.0,0.0
226,1715470960.11206,723200,12.0,0.09375,1.9375,0,257.5,0.12031250447034836,0.26454994082450867,3.1707725524902344,3.065664768218994,0.20199626684188843,-0.09688866138458252,1.0,1.0,0.0,0.0
227,1715470984.0829854,726400,11.0,0.0,1.15625,0,288.0,0.0,0.0,-2.7055466175079346,-2.615086078643799,0.006382366642355919,-0.09684310853481293,1.0,1.0,0.0,0.0
228,1715471011.7485533,729600,12.0,0.0,1.125,0,288.0,0.0,0.0,-0.5044204592704773,-0.40807652473449707,0.0005368231213651597,-0.09688074886798859,1.0,1.0,0.0,0.0
229,1715471040.7136168,732800,10.0,0.0625,0.75,0,264.3000183105469,0.09406249970197678,0.20155885815620422,2.7100484371185303,2.679561138153076,0.12736886739730835,-0.09688166528940201,1.0,1.0,0.0,0.0
230,1715471065.7009797,736000,14.0,0.03125,1.21875,0,279.8571472167969,0.03258928656578064,0.12193793803453445,-1.3384910821914673,-1.2858831882476807,0.04428752139210701,-0.09689545631408691,1.0,1.0,0.0,0.0
231,1715471088.8923595,739200,10.0,0.0,1.90625,0,288.0,0.0,0.0,-1.2916244268417358,-1.196342945098877,0.0016116260085254908,-0.09689304977655411,1.0,1.0,0.0,0.0
232,1715471117.051812,742400,9.0,0.0,1.375,0,288.0,0.0,0.0,-0.25570687651634216,-0.15942102670669556,0.0006224926910363138,-0.09690834581851959,1.0,1.0,0.0,0.0
233,1715471144.8113382,745600,14.0,0.03125,1.1875,0,273.14288330078125,0.0535714328289032,0.20044593513011932,2.4000191688537598,2.321049451828003,0.1758742481470108,-0.09690459072589874,1.0,1.0,0.0,0.0
234,1715471170.8531725,748800,11.0,0.0,0.71875,0,288.0,0.0,0.0,-2.093306541442871,-1.9999020099639893,0.0035274368710815907,-0.09693203121423721,1.0,1.0,0.0,0.0
235,1715471195.0212991,752000,12.0,0.0,1.0,0,288.0,0.0,0.0,-0.36211732029914856,-0.26567530632019043,0.0005223089829087257,-0.09696432203054428,1.0,1.0,0.0,0.0
236,1715471221.8393993,755200,9.0,0.0,1.0,0,288.0,0.0,0.0,-0.032441385090351105,0.06404338777065277,0.0004656192904803902,-0.09695038944482803,1.0,1.0,0.0,0.0
237,1715471248.383294,758400,13.0,0.03125,1.34375,0,276.3846130371094,0.04399038478732109,0.15860958397388458,1.164837121963501,1.1834944486618042,0.07829052209854126,-0.09694792330265045,1.0,1.0,0.0,0.0
238,1715471273.433184,761600,12.0,0.09375,1.40625,0,259.5,0.11406251043081284,0.21353982388973236,1.9524073600769043,1.9139165878295898,0.1354147493839264,-0.09692408889532089,1.0,1.0,0.0,0.0
239,1715471297.6542528,764800,10.0,0.03125,1.8125,0,270.3000183105469,0.06531249731779099,0.20653626322746277,-0.9403078556060791,-0.9489144086837769,0.10551846772432327,-0.09691191464662552,1.0,1.0,0.0,0.0
240,1715471324.2314134,768000,14.0,0.0,0.9375,0,288.0,0.0,0.0,-1.972954273223877,-1.8793246746063232,0.0032481765374541283,-0.09687785804271698,1.0,1.0,0.0,0.0
241,1715471351.570773,771200,12.0,0.0625,1.09375,0,264.41668701171875,0.09036457538604736,0.21599505841732025,3.7557709217071533,3.656374454498291,0.19630053639411926,-0.0969039648771286,1.0,1.0,0.0,0.0
242,1715471377.2193666,774400,13.0,0.125,1.125,0,233.00001525878906,0.2026442438364029,0.3217102289199829,2.03898024559021,1.8338170051574707,0.301929235458374,-0.09676603972911835,1.0,1.0,0.0,0.0
243,1715471400.2124465,777600,12.0,0.0625,1.40625,0,277.0833435058594,0.05078125,0.1233709529042244,-4.42362117767334,-4.373189926147461,0.04623822867870331,-0.09666948765516281,1.0,1.0,0.0,0.0
244,1715471428.0370283,780800,10.0,0.0625,1.375,0,281.6000061035156,0.04000000283122063,0.0856044664978981,0.006542801856994629,0.08805200457572937,0.015287483111023903,-0.0967966839671135,1.0,1.0,0.0,0.0
245,1715471455.212758,784000,12.0,0.03125,1.4375,0,264.66668701171875,0.08125000447034836,0.2814582586288452,1.4419574737548828,1.3250185251235962,0.21369005739688873,-0.09675104171037674,1.0,1.0,0.0,0.0
246,1715471480.9904928,787200,12.0,0.03125,1.0,0,272.75,0.0559895858168602,0.19395360350608826,-1.4638241529464722,-1.420501708984375,0.05343419313430786,-0.09675654768943787,1.0,1.0,0.0,0.0
247,1715471505.9372127,790400,11.0,0.0,1.09375,0,288.0,0.0,0.0,-1.0419307947158813,-0.9467387795448303,0.0015796816442161798,-0.0967717170715332,1.0,1.0,0.0,0.0
248,1715471532.9001446,793600,13.0,0.03125,1.40625,0,274.6153869628906,0.04951923340559006,0.17854413390159607,0.2405439019203186,0.3138028383255005,0.023499861359596252,-0.09675877541303635,1.0,1.0,0.0,0.0
249,1715471560.3600242,796800,12.0,0.03125,1.375,0,275.8333435058594,0.04635416716337204,0.16057553887367249,1.572473168373108,1.5669877529144287,0.10226178914308548,-0.0967763140797615,1.0,1.0,0.0,0.0
250,1715471587.933865,800000,11.0,0.125,1.0625,0,247.3636474609375,0.16335228085517883,0.2813822329044342,2.484539031982422,2.34199595451355,0.23925071954727173,-0.09670756757259369,1.0,1.0,0.0,0.0
251,1715471612.740517,803200,13.0,0.0,1.375,0,288.0,0.0,0.0,-4.03306770324707,-3.9513299465179443,0.014758446253836155,-0.09649628400802612,1.0,1.0,0.0,0.0
252,1715471639.1095464,806400,11.0,0.0625,1.28125,0,259.0,0.10880681872367859,0.245334655046463,3.252776622772217,3.1795265674591064,0.16988074779510498,-0.09663067013025284,1.0,1.0,0.0,0.0
253,1715471665.930431,809600,11.0,0.03125,1.28125,0,263.0909118652344,0.08693182468414307,0.28832024335861206,0.163504958152771,0.034526899456977844,0.22555741667747498,-0.09657937288284302,1.0,1.0,0.0,0.0
254,1715471693.5100834,812800,12.0,0.0625,1.21875,0,279.5,0.04322917014360428,0.10441967844963074,-1.5226932764053345,-1.45210862159729,0.026039525866508484,-0.09662414342164993,1.0,1.0,0.0,0.0
255,1715471717.3029528,816000,11.0,0.0,1.28125,0,288.0,0.0,0.0,-1.022118330001831,-0.9269376993179321,0.0014671662356704473,-0.09664773941040039,1.0,1.0,0.0,0.0
256,1715471744.9031682,819200,13.0,0.03125,1.71875,0,287.0,0.010817307978868484,0.03900235891342163,0.22350680828094482,0.3129596710205078,0.0071986373513937,-0.09665150195360184,1.0,1.0,0.0,0.0
257,1715471772.350731,822400,9.0,0.03125,1.90625,0,283.1111145019531,0.02638888917863369,0.07916666567325592,-0.13221710920333862,-0.04777753725647926,0.012225424870848656,-0.09666498750448227,1.0,1.0,0.0,0.0
258,1715471798.8837616,825600,10.0,0.0,0.4375,0,288.0,0.0,0.0,-0.6414192914962769,-0.5456395745277405,0.0008725631632842124,-0.09665226936340332,1.0,1.0,0.0,0.0
259,1715471824.1105978,828800,14.0,0.03125,1.375,0,269.21429443359375,0.0658482164144516,0.2463814616203308,2.2707817554473877,2.1546807289123535,0.21273919939994812,-0.0966382548213005,1.0,1.0,0.0,0.0
260,1715471850.879496,832000,11.0,0.0,1.09375,0,288.0,0.0,0.0,-2.1786108016967773,-2.0865960121154785,0.004480883479118347,-0.09649566560983658,1.0,1.0,0.0,0.0
261,1715471876.2713592,835200,12.0,0.0625,1.375,0,259.16668701171875,0.1067708358168602,0.2571071982383728,3.420316457748413,3.305950164794922,0.21092405915260315,-0.09655794501304626,1.0,1.0,0.0,0.0
262,1715471900.046914,838400,12.0,0.0625,1.3125,0,269.8333435058594,0.07343750447034836,0.21396346390247345,-1.236272931098938,-1.275477647781372,0.13564816117286682,-0.09644337743520737,1.0,1.0,0.0,0.0
263,1715471923.671604,841600,11.0,0.03125,1.15625,0,281.0909118652344,0.03068181872367859,0.10176008194684982,-1.5401499271392822,-1.455851674079895,0.01224849745631218,-0.09654673933982849,1.0,1.0,0.0,0.0
264,1715471950.8385947,844800,12.0,0.0625,1.28125,0,266.25,0.0846354216337204,0.20490027964115143,2.3168115615844727,2.2635879516601562,0.14973513782024384,-0.09651171416044235,1.0,1.0,0.0,0.0
265,1715471978.2558017,848000,12.0,0.0,1.59375,0,288.0,0.0,0.0,-3.0598626136779785,-2.972642421722412,0.009216348640620708,-0.09643638879060745,1.0,1.0,0.0,0.0
266,1715472006.8822238,851200,10.0,0.0,1.90625,0,288.0,0.0,0.0,0.0248740091919899,0.12059608846902847,0.0007932791486382484,-0.09651535749435425,1.0,1.0,0.0,0.0
267,1715472029.8441432,854400,12.0,0.03125,1.46875,0,279.66668701171875,0.03437500074505806,0.11907848715782166,0.47193798422813416,0.5462248921394348,0.022230276837944984,-0.0965171679854393,1.0,1.0,0.0,0.0
