# _tick,_time,frames,total_episodes,episode_wins,interactions,visited_states,mean_episode_length,mean_episode_return,episode_return_std,total_loss,pg_loss,baseline_loss,entropy_loss,mean_rewards,mean_intrinsic_rewards,mean_total_rewards,mean_state_rewards,mean_change_rewards,state_counts,change_counts,state_counts_std,change_counts_std
10,1715508874.1318493,32000,13.0,0.0,1.34375,0,288.0,0.0,0.0,-3.1357381343841553,-3.047095537185669,0.008630635216832161,-0.09727327525615692,0.0,0.00015232694568112493,0.00015232694568112493,0.4277600347995758,0.11841253191232681,186.46875,113.28125,13.087215423583984,122.78033447265625
11,1715508896.048522,35200,8.0,0.0,1.65625,0,288.0,0.0,0.0,-0.2003067284822464,-0.10367214679718018,0.0006300158565863967,-0.0972645953297615,0.0,0.00016368410433642566,0.00016368410433642566,0.45425543189048767,0.12022697180509567,205.8125,124.71875,13.165224075317383,128.67300415039062
12,1715508927.1327772,38400,14.0,0.0,1.4375,0,288.0,0.0,0.0,-0.32478734850883484,-0.2282087206840515,0.0006848598131909966,-0.09726347774267197,0.0,0.0001415689621353522,0.0001415689621353522,0.4189673662185669,0.11488354206085205,216.875,133.46875,14.34353256225586,134.2747802734375
13,1715508948.8405333,41600,9.0,0.0,0.96875,0,288.0,0.0,0.0,-0.05713820829987526,0.03957861289381981,0.0005450698081403971,-0.09726189076900482,0.0,0.0001472684962209314,0.0001472684962209314,0.4282189607620239,0.11579527705907822,238.0,146.03125,14.330255508422852,139.22003173828125
14,1715508980.17624,44800,11.0,0.0,0.8125,0,288.0,0.0,0.0,-0.1981509029865265,-0.10148218274116516,0.0005932599306106567,-0.09726198017597198,0.0,0.00013343805039767176,0.00013343805039767176,0.4007251262664795,0.10506588965654373,249.625,153.53125,15.043231964111328,144.50146484375
15,1715509001.692524,48000,14.0,0.03125,1.53125,0,269.7857360839844,0.06406250596046448,0.23969994485378265,1.8191677331924438,1.7554666996002197,0.1609623283147812,-0.09726125746965408,0.0002802734379656613,0.00016808923101052642,0.0004483626689761877,0.45065927505493164,0.1253128945827484,267.0625,164.59375,15.285806655883789,149.96829223632812
16,1715509034.702756,51200,7.0,0.03125,1.03125,0,273.14288330078125,0.06071428954601288,0.16063490509986877,-0.02877001464366913,0.016589678823947906,0.05189092457294464,-0.09725061804056168,0.00013281250721774995,0.00012751219037454575,0.0002603246830403805,0.41090309619903564,0.10625126957893372,281.65625,174.46875,15.356714248657227,153.27752685546875
17,1715509056.5961924,54400,18.0,0.0,1.4375,0,288.0,0.0,0.0,-1.3802589178085327,-1.2849397659301758,0.0019420137396082282,-0.0972612053155899,0.0,0.00015347564476542175,0.00015347564476542175,0.4335322082042694,0.11731349676847458,298.96875,186.75,16.120361328125,157.75599670410156
18,1715509089.0790868,57600,9.0,0.03125,1.25,0,273.1111145019531,0.05763889104127884,0.17291666567325592,1.0559855699539185,1.0850476026535034,0.0681961253285408,-0.09725823998451233,0.00016210936882998794,0.00013662787387147546,0.00029873725725337863,0.4300299882888794,0.10883426666259766,311.71875,194.125,16.140531539916992,162.29318237304688
19,1715509110.3909729,60800,14.0,0.03125,1.0625,0,283.71429443359375,0.02053571492433548,0.07683760672807693,-0.9529348015785217,-0.8669160604476929,0.01123948022723198,-0.09725821018218994,8.984374289866537e-05,0.0001357972651021555,0.00022564100800082088,0.4098162055015564,0.11169494688510895,327.125,205.4375,16.84861946105957,166.25677490234375
