# _tick,_time,frames,total_episodes,episode_wins,interactions,visited_states,mean_episode_length,mean_episode_return,episode_return_std,total_loss,pg_loss,baseline_loss,entropy_loss,mean_rewards,mean_intrinsic_rewards,std_intrinsic_rewards,mean_total_rewards,mean_state_rewards,mean_change_rewards,state_counts,change_counts,state_counts_std,change_counts_std
0,1718068002.6806977,0,14.0,68533073.46875,0.0,2126162778,179.21429443359375,1.3142856359481812,1.121713638305664,30.54680633544922,28.037498474121094,2.650482654571533,-0.14117512106895447,0.010718749836087227,0.00038231202051974833,0.0001575004425831139,0.011101062409579754,0.8336465358734131,0.9214468002319336,144.28125,219.0625,1.554017186164856,1.961005449295044
1,1718068020.2941895,3200,20.0,88821961.9375,0.0,2126162778,165.85000610351562,1.899999976158142,1.2814465761184692,-221.88623046875,-306.42181396484375,84.67508697509766,-0.13949166238307953,0.01178125012665987,0.0003707555588334799,0.00017004121036734432,0.012152004055678844,0.8237133026123047,0.9014936685562134,388.4375,574.21875,1.495755910873413,2.711437225341797
2,1718068037.6076827,6400,20.0,1650687.53125,0.0,2126162778,161.40000915527344,1.5499998331069946,1.099042534828186,292.8679504394531,256.9024658203125,36.10661315917969,-0.14112992584705353,0.008124999701976776,0.00038239615969359875,0.00016579065413679928,0.008507396094501019,0.846800684928894,0.9069699645042419,629.9375,929.5625,1.5215961933135986,3.3622565269470215
3,1718068054.1629493,9600,17.0,2633775.875,0.0,2102980706,166.05882263183594,1.511764645576477,1.2776356935501099,-74.10601043701172,-96.83128356933594,22.866527557373047,-0.1412552297115326,0.009624999947845936,0.00038017533370293677,0.00017049943562597036,0.010005174204707146,0.8455495834350586,0.8977457284927368,876.53125,1274.25,1.5075989961624146,4.109578609466553
4,1718068072.2353723,12800,20.0,60201389.25,0.0,2126162778,166.9499969482422,1.6499998569488525,1.0500625371932983,196.68760681152344,173.8203125,23.007076263427734,-0.1397874355316162,0.010656249709427357,0.0003748329763766378,0.0001726099435472861,0.011031080968677998,0.8355828523635864,0.895544707775116,1123.375,1621.625,1.5017719268798828,4.544370651245117
5,1718068089.375493,16000,20.0,-1963125.5625,0.0,2126162778,168.15000915527344,1.9500000476837158,1.308876633644104,-9.544689178466797,-28.38807487487793,18.98270034790039,-0.13931477069854736,0.009312499314546585,0.00037945108488202095,0.00016918909386731684,0.009691949933767319,0.8449397087097168,0.8974370956420898,1377.46875,1971.09375,1.4906480312347412,4.982355117797852
6,1718068106.5185335,19200,19.0,38142565.65625,0.0,2126162778,167.15789794921875,1.784210443496704,1.0568628311157227,77.9440689086914,62.7867317199707,15.29530143737793,-0.13796594738960266,0.012468750588595867,0.0003910611558239907,0.00016634973871987313,0.012859809212386608,0.8622665405273438,0.9034816026687622,1639.4375,2324.375,1.469200611114502,5.27384614944458
7,1718068123.7408857,22400,17.0,35950192.96875,0.0,2126162778,179.64706420898438,2.217647075653076,1.053705096244812,18.080028533935547,-4.5102434158325195,22.726293563842773,-0.1360207200050354,0.013624999672174454,0.00036924309097230434,0.00017464204574935138,0.013994242064654827,0.8328117728233337,0.8829819560050964,1875.40625,2662.25,1.4891812801361084,5.749701023101807
8,1718068140.722195,25600,18.0,28993476.875,0.0,2102980706,189.1666717529297,2.5444443225860596,1.1991283893585205,22.295320510864258,5.378841400146484,17.040597915649414,-0.12411817163228989,0.013406248763203621,0.000359885161742568,0.0001760894083417952,0.013766133226454258,0.8090964555740356,0.8951534032821655,2123.5625,3015.8125,1.5022262334823608,6.064375400543213
9,1718068157.4525423,28800,15.0,24192132.59375,0.0,2126162778,182.2666778564453,3.2333335876464844,1.3557640314102173,7.19387674331665,-10.245978355407715,17.543806076049805,-0.10395108163356781,0.01821875013411045,0.0003628843114711344,0.0001776705903466791,0.018581632524728775,0.8243142366409302,0.8817378282546997,2341.03125,3348.15625,1.547410011291504,6.4426374435424805
