# _tick,_time,frames,total_episodes,episode_wins,interactions,visited_states,mean_episode_length,mean_episode_return,episode_return_std,total_loss,pg_loss,baseline_loss,entropy_loss,mean_rewards,mean_intrinsic_rewards,std_intrinsic_rewards,mean_total_rewards,mean_state_rewards,mean_change_rewards,state_counts,change_counts,state_counts_std,change_counts_std
0,1724824644.6490824,0,15.0,156289767.15625,0.0,2076381786,169.4666748046875,1.6333333253860474,1.1872336864471436,32.56726837158203,29.844409942626953,2.8640215396881104,-0.1411619335412979,0.010656249709427357,0.0,0.0,0.010656249709427357,0.8265405893325806,0.9279550909996033,138.8125,221.90625,1.6753419637680054,1.7830593585968018
1,1724824660.958319,3200,18.0,295581410.3125,0.0,2102705944,174.11111450195312,1.4888888597488403,1.0369008779525757,-211.5075225830078,-289.86102294921875,78.49359893798828,-0.14008456468582153,0.009062499739229679,0.0,0.0,0.009062499739229679,0.8281387090682983,0.8989129662513733,382.5625,576.0,1.564452886581421,2.7025327682495117
2,1724824679.542128,6400,18.0,1062009.03125,0.0,2102705944,181.72222900390625,1.2666665315628052,0.9235479831695557,227.5676727294922,203.47303771972656,24.23573112487793,-0.1411038041114807,0.006343749817460775,0.0,0.0,0.006343749817460775,0.8399322032928467,0.9039336442947388,630.125,929.34375,1.5143613815307617,3.3341712951660156
3,1724824697.7713077,9600,18.0,82795388.28125,0.0,2102705944,164.05555725097656,1.0444443225860596,1.2113298177719116,-99.26289367675781,-116.99517822265625,17.873275756835938,-0.14098797738552094,0.006718749646097422,0.0,0.0,0.006718749646097422,0.845056414604187,0.9114850163459778,872.125,1282.96875,1.5120735168457031,3.8901572227478027
4,1724824717.3164184,12800,21.0,62624376.34375,0.0,2060500861,155.38095092773438,1.0999999046325684,1.4142134189605713,148.4033203125,131.15228271484375,17.391918182373047,-0.14087888598442078,0.006593749392777681,0.0,0.0,0.006593749392777681,0.8421170711517334,0.9027824401855469,1114.8125,1627.25,1.5137277841567993,4.407018661499023
5,1724824736.9567025,16000,22.0,203076137.34375,0.0,2102705944,160.0,1.5545454025268555,1.2621700763702393,-48.512237548828125,-66.1851806640625,17.814006805419922,-0.14106540381908417,0.008500000461935997,0.0,0.0,0.008500000461935997,0.8377333879470825,0.89607834815979,1371.15625,1985.03125,1.5106003284454346,4.771696090698242
6,1724824755.9163678,19200,23.0,62843765.59375,0.0,2102705944,130.56521606445312,0.49130433797836304,0.8913283944129944,94.48552703857422,85.8163070678711,8.809989929199219,-0.1407674103975296,0.005374999716877937,0.0,0.0,0.005374999716877937,0.8193777799606323,0.8764646053314209,1613.0,2333.6875,1.5360368490219116,5.218111515045166
7,1724824776.14139,22400,17.0,178138593.0,0.0,2102705944,186.58824157714844,1.570588231086731,1.3746657371520996,23.71030044555664,7.2178874015808105,16.633296966552734,-0.1408849060535431,0.009906250052154064,0.0,0.0,0.009906250052154064,0.8202431797981262,0.8881815671920776,1839.125,2673.625,1.5960384607315063,5.731779098510742
8,1724824794.1363094,25600,17.0,30771862.875,0.0,2102705944,181.35293579101562,1.8058823347091675,1.4476147890090942,11.37344741821289,-3.0659639835357666,14.578191757202148,-0.13878054916858673,0.010499998927116394,0.0,0.0,0.010499998927116394,0.7960764765739441,0.8845027089118958,2062.3125,3017.1875,1.6271302700042725,6.176253318786621
9,1724824812.5367072,28800,20.0,177020521.3125,0.0,2076381786,172.0500030517578,1.7999998331069946,1.174285888671875,17.38951873779297,0.09932774305343628,17.426746368408203,-0.13655461370944977,0.00950000062584877,0.0,0.0,0.00950000062584877,0.8171705603599548,0.8959692120552063,2297.21875,3354.625,1.6657809019088745,6.352152347564697
10,1724824832.435194,32000,19.0,108866603.5625,0.0,2102705944,159.42105102539062,1.7315788269042969,0.9551336765289307,66.01271057128906,50.90620040893555,15.24313735961914,-0.13662365078926086,0.011781249195337296,0.0,0.0,0.011781249195337296,0.82628333568573,0.8765473961830139,2528.625,3689.875,1.7292397022247314,6.855838775634766
11,1724824850.851792,35200,18.0,125456158.09375,0.0,2102705944,178.38888549804688,1.6555554866790771,1.0966377258300781,-12.192765235900879,-32.28657150268555,20.22865867614746,-0.13485248386859894,0.009624999947845936,0.0,0.0,0.009624999947845936,0.7983008623123169,0.8695060014724731,2773.03125,4049.375,1.767280101776123,7.035367012023926
12,1724824870.1522992,38400,18.0,188177377.125,0.0,2102705944,181.55555725097656,1.9888886213302612,1.1318327188491821,82.97377014160156,68.91206359863281,14.199195861816406,-0.13748817145824432,0.009843749925494194,0.0,0.0,0.009843749925494194,0.820684015750885,0.8778844475746155,2985.75,4366.15625,1.7901723384857178,7.530052661895752
13,1724824888.4782784,41600,20.0,18020859.9375,0.0,2102705944,165.8000030517578,1.899999976158142,1.1516579389572144,-12.366111755371094,-29.954750061035156,17.7252197265625,-0.1365811675786972,0.011031250469386578,0.0,0.0,0.011031250469386578,0.8122198581695557,0.887959361076355,3227.78125,4705.6875,1.7777643203735352,7.651344299316406
14,1724824908.4457285,44800,21.0,60956935.5625,0.0,2102705944,161.0,1.9571428298950195,1.314751386642456,54.829925537109375,42.662620544433594,12.304914474487305,-0.13760973513126373,0.013156249187886715,0.0,0.0,0.013156249187886715,0.8344154357910156,0.8943923711776733,3461.0,5054.125,1.800963044166565,8.09207534790039
15,1724824926.5961564,48000,18.0,172115428.1875,0.0,2076381786,166.94444274902344,2.0444443225860596,1.055641531944275,-17.799230575561523,-37.11614990234375,19.453407287597656,-0.13648776710033417,0.011312499642372131,0.0,0.0,0.011312499642372131,0.8217636942863464,0.8796584606170654,3687.96875,5375.75,1.803032398223877,8.301372528076172
16,1724824945.659188,51200,18.0,180129571.1875,0.0,2102705944,156.6666717529297,2.155555486679077,1.4741787910461426,73.58788299560547,57.42250061035156,16.30107879638672,-0.1356995552778244,0.013999998569488525,0.0,0.0,0.013999998569488525,0.8115098476409912,0.8729478120803833,3941.4375,5751.0625,1.8056302070617676,8.53885269165039
17,1724824963.9882066,54400,18.0,67284278.5625,0.0,2102705944,180.94444274902344,2.6000001430511475,1.2947860956192017,25.58877182006836,7.6636810302734375,18.055431365966797,-0.1303408145904541,0.016249999403953552,0.0,0.0,0.016249999403953552,0.814306378364563,0.8780859708786011,4156.3125,6077.5625,1.8365483283996582,8.938718795776367
18,1724824982.7205763,57600,19.0,-25216110.15625,0.0,2102705944,177.89474487304688,2.784210681915283,1.6004388332366943,5.098692417144775,-19.90878677368164,25.133567810058594,-0.12608873844146729,0.016093749552965164,0.0,0.0,0.016093749552965164,0.8129768967628479,0.8817269206047058,4364.78125,6385.78125,1.8427822589874268,9.146370887756348
19,1724825000.6449647,60800,15.0,260585241.625,0.0,2102705944,192.00001525878906,2.9000000953674316,1.0823256969451904,74.28185272216797,58.52992248535156,15.873282432556152,-0.12135624140501022,0.015687499195337296,0.0,0.0,0.015687499195337296,0.8070693612098694,0.8763079047203064,4610.46875,6734.28125,1.8431274890899658,9.316497802734375
20,1724825017.6792824,64000,18.0,123805851.5,0.0,2102705944,180.94444274902344,2.98888897895813,1.323493242263794,-23.957443237304688,-45.95393371582031,22.106929779052734,-0.1104390025138855,0.015968749299645424,0.0,0.0,0.015968749299645424,0.7892740964889526,0.8803938031196594,4836.6875,7083.84375,1.8910892009735107,9.42842960357666
21,1724825036.6630688,67200,19.0,35740405.1875,0.0,2076381786,186.84210205078125,3.25789475440979,1.5370666980743408,23.043907165527344,3.852811336517334,19.312442779541016,-0.12134677171707153,0.016749998554587364,0.0,0.0,0.016749998554587364,0.8041350841522217,0.882151186466217,5058.03125,7407.25,1.8847259283065796,9.845536231994629
