# _tick,_time,frames,total_episodes,episode_wins,interactions,visited_states,mean_episode_length,mean_episode_return,episode_return_std,total_loss,pg_loss,baseline_loss,entropy_loss,mean_rewards,mean_intrinsic_rewards,std_intrinsic_rewards,mean_total_rewards,mean_state_rewards,mean_change_rewards,state_counts,change_counts,state_counts_std,change_counts_std
0,1725157803.6394181,0,16.0,105280769.53125,0.0,2137358181,140.25,0.9749999046325684,1.1474608182907104,35.44950485229492,32.56207275390625,3.028597831726074,-0.14116816222667694,0.007968749850988388,0.0017905774293467402,0.0008455394417978823,0.009759328328073025,0.8010836839675903,0.9010805487632751,130.21875,216.75,1.7821002006530762,2.2928428649902344
1,1725157820.9603238,3200,20.0,14296416.34375,0.0,2137358181,174.40000915527344,1.4499999284744263,1.1821033954620361,-249.08111572265625,-359.9870910644531,111.04560852050781,-0.1396312564611435,0.009031249210238457,0.0018750388408079743,0.0008318613981828094,0.010906288400292397,0.8276779055595398,0.9158186316490173,364.3125,566.90625,1.7146087884902954,3.0252044200897217
2,1725157838.803366,6400,15.0,81794354.84375,0.0,2137358181,177.60000610351562,1.5000001192092896,1.29835045337677,227.2934112548828,202.81430053710938,24.619873046875,-0.14075733721256256,0.00931250024586916,0.0019954408053308725,0.0007933538872748613,0.011307941749691963,0.8706673979759216,0.9144116044044495,619.0,922.21875,1.6014223098754883,3.476057529449463
3,1725157855.9996367,9600,18.0,60548612.1875,0.0,2137358181,202.5,1.7666664123535156,0.9074851274490356,-65.70309448242188,-85.76762390136719,20.20569610595703,-0.14116895198822021,0.008312499150633812,0.0019200968090444803,0.0008449917659163475,0.010232597589492798,0.8431254625320435,0.9069576859474182,880.4375,1277.59375,1.546428918838501,3.885185480117798
4,1725157873.2807953,12800,18.0,73176008.625,0.0,2080215830,175.88888549804688,1.7666667699813843,1.495090126991272,177.1155548095703,155.52627563476562,21.73004722595215,-0.14075812697410583,0.010062499903142452,0.0018055213149636984,0.0008823795360513031,0.011868022382259369,0.8115339279174805,0.8974645733833313,1117.4375,1629.4375,1.6023517847061157,4.401758193969727
5,1725157890.666121,16000,19.0,60103193.3125,0.0,2137358181,177.42105102539062,1.6789472103118896,1.0706067085266113,-4.7241716384887695,-20.178043365478516,15.594636917114258,-0.14076508581638336,0.008156249299645424,0.0018534070113673806,0.0008681215113028884,0.01000965852290392,0.8265684843063354,0.9007613658905029,1358.625,1978.0,1.685226559638977,4.799180030822754
6,1725157909.2706614,19200,20.0,31785238.65625,0.0,2137358181,158.8000030517578,1.2999999523162842,1.321880578994751,123.03103637695312,104.82746887207031,18.3425235748291,-0.1389511078596115,0.010343749076128006,0.0018634351436048746,0.0008791459258645773,0.012207185849547386,0.8335168361663818,0.8896957039833069,1600.28125,2326.78125,1.7152560949325562,5.251752853393555
7,1725157925.8921318,22400,19.0,98052141.90625,0.0,2137358181,162.26315307617188,2.521052837371826,1.1697955131530762,15.088398933410645,-8.937240600585938,24.1592960357666,-0.13365694880485535,0.016093749552965164,0.001808835775591433,0.0008756216848269105,0.017902588471770287,0.8249534368515015,0.8832752108573914,1835.375,2664.21875,1.7048840522766113,5.693264484405518
8,1725157943.8728147,25600,18.0,114428354.5625,0.0,2137358181,184.0,2.48888897895813,0.7775444388389587,-6.263968467712402,-28.16832733154297,21.999298095703125,-0.09493936598300934,0.01393749937415123,0.0017788165714591742,0.0008945550653152168,0.015716318041086197,0.809234619140625,0.8824359178543091,2067.28125,3007.0625,1.7180123329162598,6.063617706298828
9,1725157961.1459982,28800,16.0,14005896.1875,0.0,2080215830,199.0625,2.7249999046325684,1.0878115892410278,113.23406982421875,94.44381713867188,18.902545928955078,-0.11228891462087631,0.014500000514090061,0.0018163954373449087,0.0008854621555656195,0.016316397115588188,0.8174139857292175,0.8917200565338135,2299.3125,3349.0,1.7503267526626587,6.421764373779297
10,1725157979.0727942,32000,17.0,2798494.15625,0.0,2137358181,187.76470947265625,2.6294116973876953,0.7998163104057312,14.904217720031738,-3.489356517791748,18.50967025756836,-0.11609560251235962,0.012812499888241291,0.0017508133314549923,0.0009029819048009813,0.014563314616680145,0.7982428073883057,0.8799917697906494,2520.6875,3687.84375,1.8055765628814697,6.781239032745361
11,1725157997.148496,35200,20.0,48071454.6875,0.0,2137358181,154.15000915527344,2.25,0.9880869388580322,49.79511642456055,30.954124450683594,18.96419906616211,-0.12320852279663086,0.014593750238418579,0.001727707334794104,0.0009133663843385875,0.01632145792245865,0.7992529273033142,0.8707093596458435,2740.8125,4021.75,1.8280394077301025,7.180233955383301
12,1725158016.1545124,38400,16.0,23443236.03125,0.0,2137358181,195.4375,2.7874999046325684,1.078192949295044,-3.6720473766326904,-21.318883895874023,17.779048919677734,-0.13221246004104614,0.013343749567866325,0.0018097131978720427,0.000888379814568907,0.015153463929891586,0.817391037940979,0.8923335075378418,2982.34375,4370.03125,1.7905430793762207,7.447408676147461
13,1725158033.64968,41600,20.0,-18600065.84375,0.0,2080215830,157.9499969482422,2.3500001430511475,0.9665457010269165,43.08667755126953,27.052175521850586,16.152565002441406,-0.11806609481573105,0.0162812490016222,0.0017752009443938732,0.0008904959540814161,0.01805645227432251,0.8106237649917603,0.8851765394210815,3192.03125,4709.15625,1.9200947284698486,7.746085166931152
14,1725158050.7475152,44800,20.0,-16728470.6875,0.0,2137358181,167.0,2.75,1.1821036338806152,-5.840358734130859,-32.69530487060547,26.962825775146484,-0.10787983238697052,0.014718749560415745,0.001843571662902832,0.0008575737592764199,0.0165623240172863,0.8310324549674988,0.8934304714202881,3442.15625,5060.75,1.820345401763916,7.9422760009765625
15,1725158069.928792,48000,20.0,49428712.375,0.0,2137358181,163.0,2.499999761581421,1.2732056379318237,107.85535430908203,79.410888671875,28.574663162231445,-0.13019388914108276,0.018343748524785042,0.0017769323894754052,0.0008944838191382587,0.020120682194828987,0.8067243695259094,0.8854226469993591,3676.28125,5392.71875,1.8387718200683594,8.140331268310547
16,1725158087.2405055,51200,15.0,74870769.75,0.0,2137358181,193.06668090820312,3.366666793823242,1.7915148735046387,15.750832557678223,-8.0039701461792,23.879343032836914,-0.12454067170619965,0.016499999910593033,0.0017897412180900574,0.0008966710302047431,0.01828974299132824,0.8120155334472656,0.8870031833648682,3885.53125,5741.875,1.9373668432235718,8.473962783813477
17,1725158105.7545261,54400,21.0,33176234.09375,0.0,2137358181,162.6666717529297,2.290476083755493,1.3645166158676147,40.28032684326172,17.177059173583984,23.236770629882812,-0.13350485265254974,0.013500000350177288,0.0017455508932471275,0.0009059296571649611,0.01524555217474699,0.8023878335952759,0.8778576254844666,4122.53125,6084.09375,1.9005286693572998,8.71261978149414
18,1725158123.33708,57600,16.0,3060.90625,0.0,2080215830,183.5,2.7249999046325684,1.3102164268493652,14.029484748840332,-12.332332611083984,26.492393493652344,-0.13057641685009003,0.01615625061094761,0.0018602007767185569,0.0008461528923362494,0.018016451969742775,0.8331367373466492,0.8998830318450928,4353.84375,6428.0625,1.9043937921524048,8.893045425415039
19,1725158141.1756105,60800,21.0,72423684.125,0.0,2137358181,166.85714721679688,2.576190710067749,1.4359335899353027,1.0436643362045288,-19.33544158935547,20.50882911682129,-0.1297232061624527,0.012718748301267624,0.001746747875586152,0.0009157818858511746,0.014465498737990856,0.796953022480011,0.8802371025085449,4584.40625,6765.78125,1.9183621406555176,9.154458999633789
