# _tick,_time,frames,total_episodes,episode_wins,interactions,visited_states,mean_episode_length,mean_episode_return,episode_return_std,total_loss,pg_loss,baseline_loss,entropy_loss,mean_rewards,mean_intrinsic_rewards,std_intrinsic_rewards,mean_total_rewards,mean_state_rewards,mean_change_rewards,state_counts,change_counts,state_counts_std,change_counts_std
0,1724817235.5695405,0,14.0,35755795.28125,0.0,2131295101,169.42857360839844,1.528571367263794,1.0163497924804688,37.707603454589844,34.95322799682617,2.8955435752868652,-0.14116650819778442,0.011374998837709427,0.0009075555135495961,0.0004247048345860094,0.012282555922865868,0.8094165325164795,0.8999829888343811,134.875,216.15625,1.74662446975708,2.1762614250183105
1,1724817246.9975014,3200,17.0,-7924692.8125,0.0,2118938148,180.58824157714844,1.3941177129745483,1.1048022508621216,-153.9144287109375,-218.74224853515625,64.9678955078125,-0.14007821679115295,0.009718749672174454,0.0009936209535226226,0.0003913948603440076,0.010712373070418835,0.8590309619903564,0.9303823709487915,392.15625,572.78125,1.5287611484527588,2.850924015045166
2,1724817264.6357133,6400,17.0,58930914.5,0.0,2131295101,199.35293579101562,1.9823529720306396,1.9326910972595215,160.3792266845703,144.85597229003906,15.664506912231445,-0.14124338328838348,0.005875000264495611,0.0009639088530093431,0.00041328085353598,0.006838909350335598,0.8453582525253296,0.9160251617431641,644.78125,932.5,1.5177581310272217,3.293091297149658
3,1724817283.6601455,9600,19.0,-77230312.71875,0.0,2131295101,174.15789794921875,1.363157868385315,1.2841817140579224,-121.765625,-148.81851196289062,27.193897247314453,-0.1410091370344162,0.008656250312924385,0.0009719522204250097,0.0004075388715136796,0.009628202766180038,0.8535215854644775,0.912708580493927,893.21875,1292.0625,1.5173739194869995,3.8035950660705566
4,1724817301.536691,12800,18.0,59417534.40625,0.0,2131295101,163.44444274902344,1.7666667699813843,1.3284224271774292,159.15655517578125,137.79547119140625,21.502222061157227,-0.1411457657814026,0.012031249701976776,0.0009400814305990934,0.00042520355782471597,0.012971333228051662,0.8391072154045105,0.8991454839706421,1164.65625,1648.34375,1.451101541519165,4.053284645080566
5,1724817321.4604177,16000,21.0,128113985.4375,0.0,2118938148,162.0,2.0523808002471924,1.1608699560165405,-34.25694274902344,-54.49509811401367,20.37830352783203,-0.14014816284179688,0.011499999091029167,0.0009869523346424103,0.00039647554513067007,0.012486953288316727,0.8583382964134216,0.9207786321640015,1403.375,1996.53125,1.4787025451660156,4.55271577835083
6,1724817340.0225978,19200,17.0,19337944.875,0.0,2131295101,178.58824157714844,2.4529409408569336,1.1694645881652832,116.18699645996094,100.57463073730469,15.749822616577148,-0.137457013130188,0.013562500476837158,0.000918548263143748,0.00043832746450789273,0.014481048099696636,0.8258726596832275,0.8894311189651489,1660.1875,2349.78125,1.4731568098068237,4.96435546875
7,1724817359.4631178,22400,21.0,-61590425.8125,0.0,2131295101,154.14285278320312,2.0047619342803955,1.4800257682800293,-9.147314071655273,-26.952524185180664,17.9426212310791,-0.1374111920595169,0.01537499949336052,0.0009270399459637702,0.00043065479258075356,0.016302041709423065,0.8276913166046143,0.8969503045082092,1886.3125,2695.125,1.513535976409912,5.398241996765137
8,1724817377.4513032,25600,16.0,63837055.59375,0.0,2131295101,201.5625,2.5999999046325684,1.5055456161499023,82.85879516601562,64.44206237792969,18.553058624267578,-0.13632291555404663,0.012625000439584255,0.000911762414034456,0.0004318978753872216,0.013536762446165085,0.8205351233482361,0.8939805626869202,2113.71875,3031.21875,1.536850094795227,5.78046178817749
9,1724817395.3231301,28800,18.0,-35152628.5,0.0,2131295101,181.94444274902344,3.3222224712371826,1.4775002002716064,25.409908294677734,0.9585745334625244,24.576129913330078,-0.12479561567306519,0.01899999938905239,0.0009393582004122436,0.00041702817543409765,0.0199393592774868,0.8346516489982605,0.9078532457351685,2365.6875,3392.96875,1.5386908054351807,5.966732025146484
