# _tick,_time,frames,total_episodes,episode_wins,interactions,visited_states,mean_episode_length,mean_episode_return,episode_return_std,total_loss,pg_loss,baseline_loss,entropy_loss,state_counts,change_counts,state_counts_std,change_counts_std
220,1716221408.6083312,704000,18.0,207290352.25,0.0,2144122919,173.5,3.6000001430511475,1.465284824371338,11.55990219116211,0.9913966655731201,10.663036346435547,-0.09453142434358597,1.0,1.0,0.0,0.0
221,1716221437.7203672,707200,18.0,183815684.5,0.0,2145190116,149.05555725097656,3.48888897895813,1.5770000219345093,11.252132415771484,2.6178641319274902,8.73285961151123,-0.09859117120504379,1.0,1.0,0.0,0.0
222,1716221466.526746,710400,18.0,93290322.65625,0.0,2145190116,201.7777862548828,4.100000858306885,1.188177466392517,18.52035903930664,11.106650352478027,7.512922286987305,-0.0992124006152153,1.0,1.0,0.0,0.0
223,1716221499.2223432,713600,14.0,101571376.21875,0.0,2145190116,184.21429443359375,3.7428576946258545,1.150728702545166,6.443453788757324,-4.805670738220215,11.349634170532227,-0.10050944983959198,1.0,1.0,0.0,0.0
224,1716221530.9330087,716800,20.0,40009180.625,0.0,2145190116,190.90000915527344,4.0500006675720215,1.234376311302185,10.289252281188965,2.1169095039367676,8.26923942565918,-0.09689595550298691,1.0,1.0,0.0,0.0
225,1716221558.9487848,720000,19.0,97662495.15625,0.0,2144122919,168.0,3.5736842155456543,1.3485972881317139,-13.386722564697266,-22.335893630981445,9.039080619812012,-0.08990977704524994,1.0,1.0,0.0,0.0
226,1716221588.5039897,723200,15.0,83789369.0625,0.0,2145190116,205.6666717529297,4.033333778381348,1.5337477922439575,16.03414535522461,9.096424102783203,7.0344953536987305,-0.09677453339099884,1.0,1.0,0.0,0.0
227,1716221616.5062857,726400,15.0,-39357913.4375,0.0,2145190116,193.53334045410156,3.2333338260650635,1.2459461688995361,28.52730369567871,17.777969360351562,10.84566879272461,-0.09633520990610123,1.0,1.0,0.0,0.0
228,1716221645.0980377,729600,19.0,110182080.1875,0.0,2145190116,187.89474487304688,3.468421220779419,1.0651307106018066,-18.652442932128906,-27.991846084594727,9.433706283569336,-0.09430302679538727,1.0,1.0,0.0,0.0
229,1716221673.3017976,732800,16.0,76153334.34375,0.0,2145190116,189.9375,3.9125003814697266,1.0468209981918335,43.991065979003906,33.50079345703125,10.587194442749023,-0.09692195802927017,1.0,1.0,0.0,0.0
230,1716221702.355906,736000,16.0,66552448.875,0.0,2144122919,189.75,4.162500381469727,0.5737307667732239,12.148351669311523,3.209383964538574,9.03213882446289,-0.09317132830619812,1.0,1.0,0.0,0.0
231,1716221728.4873881,739200,18.0,119917559.40625,0.0,2145190116,174.7777862548828,3.9333336353302,1.79049813747406,-4.015172958374023,-14.47825813293457,10.549837112426758,-0.08675194531679153,1.0,1.0,0.0,0.0
232,1716221757.075996,742400,16.0,56117640.1875,0.0,2145190116,195.4375,3.7875003814697266,1.5370428562164307,-5.992602825164795,-13.838504791259766,7.9384307861328125,-0.09252884984016418,1.0,1.0,0.0,0.0
233,1716221784.8277438,745600,14.0,-129831187.5625,0.0,2145190116,225.07144165039062,3.314286231994629,1.3688050508499146,17.495990753173828,10.27867317199707,7.310492515563965,-0.09317340701818466,1.0,1.0,0.0,0.0
234,1716221813.1905131,748800,18.0,78522828.3125,0.0,2145190116,182.61111450195312,2.655555486679077,1.5424283742904663,-0.6902968287467957,-10.740495681762695,10.134992599487305,-0.08479372411966324,1.0,1.0,0.0,0.0
235,1716221841.620167,752000,19.0,192464266.25,0.0,2144122919,185.84210205078125,3.468421459197998,1.0116286277770996,-0.305820107460022,-6.091314315795898,5.87373161315918,-0.08823741972446442,1.0,1.0,0.0,0.0
236,1716221870.5991178,755200,15.0,39082437.96875,0.0,2145190116,189.53334045410156,3.3666670322418213,1.279881238937378,33.2105598449707,25.288400650024414,8.022178649902344,-0.10001805424690247,1.0,1.0,0.0,0.0
237,1716221898.781755,758400,17.0,235804224.0,0.0,2145190116,186.8235321044922,3.335294485092163,1.7863866090774536,11.388772010803223,2.468456268310547,9.017297744750977,-0.09698222577571869,1.0,1.0,0.0,0.0
238,1716221927.5995543,761600,16.0,205748119.09375,0.0,2145190116,218.0,4.037500381469727,1.1814543008804321,17.334592819213867,10.237921714782715,7.194514751434326,-0.09784241020679474,1.0,1.0,0.0,0.0
239,1716221955.9913538,764800,16.0,107891204.46875,0.0,2145190116,195.375,4.225000381469727,1.1474612951278687,-23.1500244140625,-31.471668243408203,8.412457466125488,-0.09081174433231354,1.0,1.0,0.0,0.0
240,1716221984.3717864,768000,17.0,217897526.40625,0.0,2144122919,209.47059631347656,3.5705883502960205,1.1245918273925781,5.770919322967529,1.2914061546325684,4.5740814208984375,-0.09456830471754074,1.0,1.0,0.0,0.0
241,1716222013.1673892,771200,17.0,-72315808.5625,0.0,2145190116,168.47059631347656,3.27647066116333,1.0145995616912842,6.092617511749268,-0.462929368019104,6.648466110229492,-0.09291953593492508,1.0,1.0,0.0,0.0
242,1716222041.981778,774400,15.0,259460081.3125,0.0,2145190116,219.06668090820312,3.90000057220459,1.7402794361114502,7.304017543792725,0.13873088359832764,7.266539096832275,-0.10125233978033066,1.0,1.0,0.0,0.0
